word,count,category
peace,3,soc.religion.christian
part,3,soc.religion.christian
opinion,3,soc.religion.christian
mass,3,soc.religion.christian
doubt,3,soc.religion.christian
child,3,soc.religion.christian
everyone,3,soc.religion.christian
list,3,soc.religion.christian
david,3,soc.religion.christian
verse,3,soc.religion.christian
view,3,soc.religion.christian
claim,3,soc.religion.christian
change,3,soc.religion.christian
evidence,3,soc.religion.christian
century,3,soc.religion.christian
byler,3,soc.religion.christian
belief,3,soc.religion.christian
baptism,3,soc.religion.christian
authority,3,soc.religion.christian
woman,3,soc.religion.christian
everything,3,soc.religion.christian
history,3,soc.religion.christian
feel,3,soc.religion.christian
information,3,soc.religion.christian
get,3,soc.religion.christian
grace,3,soc.religion.christian
joseph,3,soc.religion.christian
religion,3,soc.religion.christian
study,3,soc.religion.christian
georgia,3,soc.religion.christian
research,2,soc.religion.christian
story,2,soc.religion.christian
situation,2,soc.religion.christian
result,2,soc.religion.christian
share,2,soc.religion.christian
support,2,soc.religion.christian
war,2,soc.religion.christian
technology,2,soc.religion.christian
sabbath,2,soc.religion.christian
tell,2,soc.religion.christian
term,2,soc.religion.christian
understand,2,soc.religion.christian
try,2,soc.religion.christian
theology,2,soc.religion.christian
tradition,2,soc.religion.christian
today,2,soc.religion.christian
son,2,soc.religion.christian
year,2,soc.religion.christian
reference,2,soc.religion.christian
love,2,soc.religion.christian
interpretation,2,soc.religion.christian
holy,2,soc.religion.christian
hell,2,soc.religion.christian
father,2,soc.religion.christian
existence,2,soc.religion.christian
doctrine,2,soc.religion.christian
divine,2,soc.religion.christian
department,2,soc.religion.christian
context,2,soc.religion.christian
conclusion,2,soc.religion.christian
concert,2,soc.religion.christian
conception,2,soc.religion.christian
clh,2,soc.religion.christian
city,2,soc.religion.christian
canon,2,soc.religion.christian
arrogance,2,soc.religion.christian
argument,2,soc.religion.christian
age,2,soc.religion.christian
agate,2,soc.religion.christian
let,2,soc.religion.christian
jayne,2,soc.religion.christian
message,2,soc.religion.christian
matter,2,soc.religion.christian
mean,2,soc.religion.christian
punishment,2,soc.religion.christian
mother,2,soc.religion.christian
proof,2,soc.religion.christian
pray,2,soc.religion.christian
post,2,soc.religion.christian
act,1,soc.religion.christian
school,1,soc.religion.christian
schism,1,soc.religion.christian
use,1,soc.religion.christian
computer,1,soc.religion.christian
week,1,soc.religion.christian
salvation,1,soc.religion.christian
scott,1,soc.religion.christian
wife,1,soc.religion.christian
resurrection,1,soc.religion.christian
reality,1,soc.religion.christian
wupost,1,soc.religion.christian
none,1,soc.religion.christian
see,1,soc.religion.christian
trinity,1,soc.religion.christian
humanity,1,soc.religion.christian
marriage,1,soc.religion.christian
knowledge,1,soc.religion.christian
kingdom,1,soc.religion.christian
job,1,soc.religion.christian
response,1,soc.religion.christian
side,1,soc.religion.christian
hope,1,soc.religion.christian
need,1,soc.religion.christian
show,1,soc.religion.christian
text,1,soc.religion.christian
hand,1,soc.religion.christian
michael,1,soc.religion.christian
movement,1,soc.religion.christian
someone,1,soc.religion.christian
aaron,1,soc.religion.christian
