word,count,category
smex,1,sci.space
solve,1,sci.space
sorry,1,sci.space
substitute,1,sci.space
subsidize,1,sci.space
sender,1,sci.space
speed,1,sci.space
stretch,1,sci.space
ajb,1,sci.space
spew,1,sci.space
storm,1,sci.space
spite,1,sci.space
ssto,1,sci.space
stable,1,sci.space
stag,1,sci.space
stop,1,sci.space
starve,1,sci.space
stay,1,sci.space
sulfate,1,sci.space
tail,1,sci.space
argue,1,sci.space
rocket,1,sci.space
transfer,1,sci.space
train,1,sci.space
throw,1,sci.space
report,1,sci.space
resolve,1,sci.space
restrain,1,sci.space
appear,1,sci.space
retain,1,sci.space
return,1,sci.space
right,1,sci.space
rlove,1,sci.space
robert,1,sci.space
russian,1,sci.space
allen,1,sci.space
rutherford,1,sci.space
technological,1,sci.space
ryan,1,sci.space
saturn,1,sci.space
save,1,sci.space
analyze,1,sci.space
techbooks,1,sci.space
tear,1,sci.space
tao,1,sci.space
anaconda,1,sci.space
air,1,sci.space
taiwan,1,sci.space
thread,1,sci.space
coercive,1,sci.space
pass,1,sci.space
doubt,1,sci.space
charon,1,sci.space
expensive,1,sci.space
cheaper,1,sci.space
enter,1,sci.space
end,1,sci.space
employ,1,sci.space
embassies,1,sci.space
elaborate,1,sci.space
educate,1,sci.space
edt,1,sci.space
easy,1,sci.space
drop,1,sci.space
drive,1,sci.space
cheaply,1,sci.space
drag,1,sci.space
expose,1,sci.space
characterize,1,sci.space
extragalactic,1,sci.space
galaxy,1,sci.space
burn,1,sci.space
glitch,1,sci.space
bus,1,sci.space
canopy,1,sci.space
generic,1,sci.space
generate,1,sci.space
gain,1,sci.space
fabricate,1,sci.space
fuel,1,sci.space
ftpmail,1,sci.space
forget,1,sci.space
float,1,sci.space
fire,1,sci.space
catch,1,sci.space
doubtfull,1,sci.space
double,1,sci.space
grove,1,sci.space
disqualify,1,sci.space
crash,1,sci.space
count,1,sci.space
cleaner,1,sci.space
cope,1,sci.space
convert,1,sci.space
control,1,sci.space
confuse,1,sci.space
confirm,1,sci.space
conclude,1,sci.space
concentrate,1,sci.space
complex,1,sci.space
complain,1,sci.space
comparison,1,sci.space
close,1,sci.space
combo,1,sci.space
create,1,sci.space
crew,1,sci.space
civilize,1,sci.space
deserve,1,sci.space
discover,1,sci.space
discount,1,sci.space
dewey,1,sci.space
citizens,1,sci.space
detract,1,sci.space
design,1,sci.space
delta,1,sci.space
damn,1,sci.space
define,1,sci.space
december,1,sci.space
david,1,sci.space
dave,1,sci.space
dare,1,sci.space
dan,1,sci.space
goodwill,1,sci.space
hand,1,sci.space
pasadena,1,sci.space
blare,1,sci.space
collect,1,sci.space
microwave,1,sci.space
mention,1,sci.space
maximize,1,sci.space
materialize,1,sci.space
mail,1,sci.space
low,1,sci.space
long,1,sci.space
lindbergh,1,sci.space
limitations,1,sci.space
limit,1,sci.space
blake,1,sci.space
light,1,sci.space
liek,1,sci.space
lexus,1,sci.space
mine,1,sci.space
minimal,1,sci.space
minimize,1,sci.space
notice,1,sci.space
belong,1,sci.space
overview,1,sci.space
overcome,1,sci.space
outweigh,1,sci.space
orbit,1,sci.space
obtain,1,sci.space
nice,1,sci.space
miniscule,1,sci.space
next,1,sci.space
bend,1,sci.space
modify,1,sci.space
moderate,1,sci.space
mobilize,1,sci.space
mistake,1,sci.space
lettuce,1,sci.space
block,1,sci.space
hardest,1,sci.space
least,1,sci.space
inquire,1,sci.space
inject,1,sci.space
bring,1,sci.space
include,1,sci.space
improve,1,sci.space
implement,1,sci.space
image,1,sci.space
ideas,1,sci.space
ideal,1,sci.space
ibm,1,sci.space
human,1,sci.space
hit,1,sci.space
hga,1,sci.space
bst,1,sci.space
heck,1,sci.space
insult,1,sci.space
breath,1,sci.space
interfere,1,sci.space
keynote,1,sci.space
learn,1,sci.space
bobo,1,sci.space
kpc,1,sci.space
kon,1,sci.space
knock,1,sci.space
accommodate,1,sci.space
kelvin,1,sci.space
introduce,1,sci.space
branch,1,sci.space
judge,1,sci.space
joke,1,sci.space
break,1,sci.space
invest,1,sci.space
intrusion,1,sci.space
mind,1,sci.space
gmt,108,soc.religion.christian
take,28,soc.religion.christian
get,28,soc.religion.christian
know,25,soc.religion.christian
make,22,soc.religion.christian
say,21,soc.religion.christian
think,17,soc.religion.christian
love,17,soc.religion.christian
believe,16,soc.religion.christian
like,15,soc.religion.christian
see,15,soc.religion.christian
let,14,soc.religion.christian
come,14,soc.religion.christian
remember,12,soc.religion.christian
find,12,soc.religion.christian
keep,9,soc.religion.christian
god,9,soc.religion.christian
happen,9,soc.religion.christian
agree,9,soc.religion.christian
apply,8,soc.religion.christian
ask,8,soc.religion.christian
feel,8,soc.religion.christian
die,8,soc.religion.christian
call,8,soc.religion.christian
give,7,soc.religion.christian
rise,7,soc.religion.christian
consider,7,soc.religion.christian
save,6,soc.religion.christian
read,6,soc.religion.christian
try,6,soc.religion.christian
put,5,soc.religion.christian
mean,5,soc.religion.christian
need,5,soc.religion.christian
please,5,soc.religion.christian
support,5,soc.religion.christian
stop,5,soc.religion.christian
become,5,soc.religion.christian
expect,5,soc.religion.christian
send,4,soc.religion.christian
participate,4,soc.religion.christian
paul,4,soc.religion.christian
christ,4,soc.religion.christian
stay,4,soc.religion.christian
establish,4,soc.religion.christian
exist,4,soc.religion.christian
change,4,soc.religion.christian
remain,4,soc.religion.christian
live,4,soc.religion.christian
buy,4,soc.religion.christian
appreciate,4,soc.religion.christian
leave,4,soc.religion.christian
bring,4,soc.religion.christian
refer,4,soc.religion.christian
knowledge,4,soc.religion.christian
prove,4,soc.religion.christian
raise,3,soc.religion.christian
pass,3,soc.religion.christian
hurt,3,soc.religion.christian
show,3,soc.religion.christian
interest,3,soc.religion.christian
follow,3,soc.religion.christian
lose,3,soc.religion.christian
emphasize,3,soc.religion.christian
end,3,soc.religion.christian
include,3,soc.religion.christian
wrong,3,soc.religion.christian
christian,3,soc.religion.christian
appear,3,soc.religion.christian
turn,3,soc.religion.christian
answer,3,soc.religion.christian
tell,3,soc.religion.christian
cause,3,soc.religion.christian
add,3,soc.religion.christian
work,3,soc.religion.christian
vary,2,soc.religion.christian
bother,2,soc.religion.christian
first,2,soc.religion.christian
kingdom,2,soc.religion.christian
thank,2,soc.religion.christian
fall,2,soc.religion.christian
kill,2,soc.religion.christian
argue,2,soc.religion.christian
explain,2,soc.religion.christian
characterize,2,soc.religion.christian
require,2,soc.religion.christian
respond,2,soc.religion.christian
check,2,soc.religion.christian
reflect,2,soc.religion.christian
condemn,2,soc.religion.christian
red,2,soc.religion.christian
judge,2,soc.religion.christian
imply,2,soc.religion.christian
begin,2,soc.religion.christian
reach,2,soc.religion.christian
identify,2,soc.religion.christian
question,2,soc.religion.christian
understand,2,soc.religion.christian
help,2,soc.religion.christian
hell,2,soc.religion.christian
heaven,2,soc.religion.christian
hear,2,soc.religion.christian
realize,2,soc.religion.christian
use,2,soc.religion.christian
better,2,soc.religion.christian
jesus,2,soc.religion.christian
recognize,2,soc.religion.christian
keen,2,soc.religion.christian
return,2,soc.religion.christian
sign,2,soc.religion.christian
stand,2,soc.religion.christian
combine,2,soc.religion.christian
deal,2,soc.religion.christian
sin,2,soc.religion.christian
speak,2,soc.religion.christian
sure,2,soc.religion.christian
spend,2,soc.religion.christian
marry,2,soc.religion.christian
sake,2,soc.religion.christian
perceive,2,soc.religion.christian
apologize,2,soc.religion.christian
subject,2,soc.religion.christian
obvious,2,soc.religion.christian
occur,2,soc.religion.christian
mistake,2,soc.religion.christian
misunderstand,2,soc.religion.christian
open,2,soc.religion.christian
seek,2,soc.religion.christian
pay,1,soc.religion.christian
psychological,1,soc.religion.christian
witness,1,soc.religion.christian
pray,1,soc.religion.christian
puka,1,soc.religion.christian
past,1,soc.religion.christian
wonder,1,soc.religion.christian
useful,1,soc.religion.christian
write,1,soc.religion.christian
qualify,1,soc.religion.christian
otherwise,1,soc.religion.christian
upset,1,soc.religion.christian
osiris,1,soc.religion.christian
passage,1,soc.religion.christian
prophet,1,soc.religion.christian
valid,1,soc.religion.christian
perverse,1,soc.religion.christian
portland,1,soc.religion.christian
prayer,1,soc.religion.christian
politician,1,soc.religion.christian
prefer,1,soc.religion.christian
present,1,soc.religion.christian
visit,1,soc.religion.christian
universe,1,soc.religion.christian
vigilant,1,soc.religion.christian
presume,1,soc.religion.christian
prevail,1,soc.religion.christian
principle,1,soc.religion.christian
want,1,soc.religion.christian
proceed,1,soc.religion.christian
westboro,1,soc.religion.christian
produce,1,soc.religion.christian
wise,1,soc.religion.christian
place,1,soc.religion.christian
pilate,1,soc.religion.christian
philosophy,1,soc.religion.christian
progress,1,soc.religion.christian
philippians,1,soc.religion.christian
quiet,1,soc.religion.christian
recommend,1,soc.religion.christian
quite,1,soc.religion.christian
rational,1,soc.religion.christian
run,1,soc.religion.christian
suspect,1,soc.religion.christian
scripture,1,soc.religion.christian
seal,1,soc.religion.christian
secondary,1,soc.religion.christian
suppose,1,soc.religion.christian
sufficient,1,soc.religion.christian
sensitize,1,soc.religion.christian
serve,1,soc.religion.christian
settle,1,soc.religion.christian
sham,1,soc.religion.christian
shed,1,soc.religion.christian
shorthand,1,soc.religion.christian
succeed,1,soc.religion.christian
similarities,1,soc.religion.christian
simpler,1,soc.religion.christian
sole,1,soc.religion.christian
solipsism,1,soc.religion.christian
sophmore,1,soc.religion.christian
soul,1,soc.religion.christian
sound,1,soc.religion.christian
specify,1,soc.religion.christian
start,1,soc.religion.christian
steal,1,soc.religion.christian
stick,1,soc.religion.christian
struggle,1,soc.religion.christian
strict,1,soc.religion.christian
ruin,1,soc.religion.christian
rowan,1,soc.religion.christian
rom,1,soc.religion.christian
throw,1,soc.religion.christian
unity,1,soc.religion.christian
reader,1,soc.religion.christian
reap,1,soc.religion.christian
recall,1,soc.religion.christian
receive,1,soc.religion.christian
storm,1,soc.religion.christian
reconcile,1,soc.religion.christian
trinitate,1,soc.religion.christian
trade,1,soc.religion.christian
trace,1,soc.religion.christian
tongue,1,soc.religion.christian
regard,1,soc.religion.christian
regretable,1,soc.religion.christian
roll,1,soc.religion.christian
rely,1,soc.religion.christian
tend,1,soc.religion.christian
remove,1,soc.religion.christian
renew,1,soc.religion.christian
rephrase,1,soc.religion.christian
respect,1,soc.religion.christian
result,1,soc.religion.christian
talk,1,soc.religion.christian
reward,1,soc.religion.christian
right,1,soc.religion.christian
opt,1,soc.religion.christian
rocky,1,soc.religion.christian
orthodoxy,1,soc.religion.christian
aaron,1,soc.religion.christian
oppose,1,soc.religion.christian
decisivly,1,soc.religion.christian
darren,1,soc.religion.christian
dare,1,soc.religion.christian
crucifixion,1,soc.religion.christian
criticize,1,soc.religion.christian
create,1,soc.religion.christian
cover,1,soc.religion.christian
council,1,soc.religion.christian
corrupt,1,soc.religion.christian
convince,1,soc.religion.christian
continue,1,soc.religion.christian
context,1,soc.religion.christian
confine,1,soc.religion.christian
condone,1,soc.religion.christian
conclude,1,soc.religion.christian
concept,1,soc.religion.christian
decide,1,soc.religion.christian
deeds,1,soc.religion.christian
dispute,1,soc.religion.christian
define,1,soc.religion.christian
discuss,1,soc.religion.christian
discriminate,1,soc.religion.christian
discredit,1,soc.religion.christian
discover,1,soc.religion.christian
disclose,1,soc.religion.christian
disapprove,1,soc.religion.christian
devote,1,soc.religion.christian
develop,1,soc.religion.christian
determine,1,soc.religion.christian
describe,1,soc.religion.christian
descend,1,soc.religion.christian
depend,1,soc.religion.christian
deny,1,soc.religion.christian
degenerate,1,soc.religion.christian
definition,1,soc.religion.christian
comment,1,soc.religion.christian
command,1,soc.religion.christian
collect,1,soc.religion.christian
codify,1,soc.religion.christian
beget,1,soc.religion.christian
band,1,soc.religion.christian
awaken,1,soc.religion.christian
attest,1,soc.religion.christian
assume,1,soc.religion.christian
associate,1,soc.religion.christian
approve,1,soc.religion.christian
appropriate,1,soc.religion.christian
analog,1,soc.religion.christian
afraid,1,soc.religion.christian
admit,1,soc.religion.christian
act,1,soc.religion.christian
acknowledge,1,soc.religion.christian
achieve,1,soc.religion.christian
absolute,1,soc.religion.christian
behalf,1,soc.religion.christian
best,1,soc.religion.christian
billh,1,soc.religion.christian
causal,1,soc.religion.christian
clue,1,soc.religion.christian
clean,1,soc.religion.christian
church,1,soc.religion.christian
choose,1,soc.religion.christian
charge,1,soc.religion.christian
celebration,1,soc.religion.christian
careful,1,soc.religion.christian
bind,1,soc.religion.christian
burn,1,soc.religion.christian
build,1,soc.religion.christian
borrow,1,soc.religion.christian
booklet,1,soc.religion.christian
bless,1,soc.religion.christian
bite,1,soc.religion.christian
disprove,1,soc.religion.christian
doctrine,1,soc.religion.christian
okay,1,soc.religion.christian
liiked,1,soc.religion.christian
lewis,1,soc.religion.christian
learn,1,soc.religion.christian
abide,1,soc.religion.christian
ksand,1,soc.religion.christian
kosher,1,soc.religion.christian
koresh,1,soc.religion.christian
kinder,1,soc.religion.christian
kinda,1,soc.religion.christian
kerry,1,soc.religion.christian
kahn,1,soc.religion.christian
jim,1,soc.religion.christian
irwin,1,soc.religion.christian
involve,1,soc.religion.christian
interpret,1,soc.religion.christian
intend,1,soc.religion.christian
lie,1,soc.religion.christian
liken,1,soc.religion.christian
dream,1,soc.religion.christian
look,1,soc.religion.christian
obtain,1,soc.religion.christian
obey,1,soc.religion.christian
note,1,soc.religion.christian
next,1,soc.religion.christian
neat,1,soc.religion.christian
move,1,soc.religion.christian
modify,1,soc.religion.christian
mls,1,soc.religion.christian
mine,1,soc.religion.christian
mind,1,soc.religion.christian
middle,1,soc.religion.christian
meet,1,soc.religion.christian
marine,1,soc.religion.christian
maintain,1,soc.religion.christian
lord,1,soc.religion.christian
impose,1,soc.religion.christian
immoral,1,soc.religion.christian
immaculate,1,soc.religion.christian
illegal,1,soc.religion.christian
existence,1,soc.religion.christian
excite,1,soc.religion.christian
examples,1,soc.religion.christian
examine,1,soc.religion.christian
evolve,1,soc.religion.christian
eternal,1,soc.religion.christian
erin,1,soc.religion.christian
ensure,1,soc.religion.christian
enoch,1,soc.religion.christian
enjoy,1,soc.religion.christian
employer,1,soc.religion.christian
eliminate,1,soc.religion.christian
eat,1,soc.religion.christian
ease,1,soc.religion.christian
earn,1,soc.religion.christian
expereience,1,soc.religion.christian
experience,1,soc.religion.christian
express,1,soc.religion.christian
grow,1,soc.religion.christian
hold,1,soc.religion.christian
historical,1,soc.religion.christian
hate,1,soc.religion.christian
harper,1,soc.religion.christian
handle,1,soc.religion.christian
gut,1,soc.religion.christian
grant,1,soc.religion.christian
false,1,soc.religion.christian
good,1,soc.religion.christian
glad,1,soc.religion.christian
frame,1,soc.religion.christian
foster,1,soc.religion.christian
forget,1,soc.religion.christian
felt,1,soc.religion.christian
lead,1,soc.religion.christian
