word,count,category
third,7,sci.space
serious,7,sci.space
young,7,sci.space
theoretical,7,sci.space
active,7,sci.space
difficult,7,sci.space
obvious,7,sci.space
nicho,7,sci.space
potential,7,sci.space
interesting,7,sci.space
sun,7,sci.space
univ,7,sci.space
bright,7,sci.space
white,7,sci.space
beautiful,7,sci.space
astronaut,7,sci.space
cheap,7,sci.space
giant,7,sci.space
permanent,7,sci.space
fair,7,sci.space
constant,7,sci.space
entire,7,sci.space
urbana,7,sci.space
electrical,6,sci.space
ready,6,sci.space
unmanned,6,sci.space
infrared,6,sci.space
environmental,6,sci.space
quick,6,sci.space
federal,6,sci.space
read,6,sci.space
alternative,6,sci.space
atmospheric,6,sci.space
signal,6,sci.space
biological,6,sci.space
initial,6,sci.space
gmt,6,sci.space
wild,6,sci.space
basic,6,sci.space
electronic,6,sci.space
thomsonal,6,sci.space
critical,6,sci.space
strange,6,sci.space
hideous,6,sci.space
uucp,6,sci.space
annual,6,sci.space
planet,6,sci.space
level,6,sci.space
path,6,sci.space
extra,6,sci.space
temporary,6,sci.space
astronautical,6,sci.space
apollo,6,sci.space
habitable,6,sci.space
operational,6,sci.space
clear,6,sci.space
polar,6,sci.space
political,6,sci.space
theory,6,sci.space
nuclear,6,sci.space
thermal,6,sci.space
popular,6,sci.space
online,6,sci.space
interested,5,sci.space
flyby,5,sci.space
advisory,5,sci.space
late,5,sci.space
faq,5,sci.space
internet,5,sci.space
tommy,5,sci.space
southern,5,sci.space
joint,5,sci.space
foreign,5,sci.space
interplanetary,5,sci.space
address,5,sci.space
fermi,5,sci.space
jovian,5,sci.space
italian,5,sci.space
unlikely,5,sci.space
sorts,5,sci.space
external,5,sci.space
object,5,sci.space
simple,5,sci.space
asteroid,5,sci.space
spacecraft,5,sci.space
pluto,5,sci.space
civil,5,sci.space
circular,5,sci.space
practical,5,sci.space
primitive,5,sci.space
summary,5,sci.space
random,5,sci.space
british,5,sci.space
brief,5,sci.space
rotational,5,sci.space
successful,5,sci.space
recent,5,sci.space
bad,5,sci.space
spectra,5,sci.space
global,5,sci.space
average,5,sci.space
willing,5,sci.space
stuff,5,sci.space
mary,5,sci.space
cometary,5,sci.space
common,5,sci.space
separate,5,sci.space
maximum,5,sci.space
tight,5,sci.space
mean,5,sci.space
dryden,5,sci.space
french,5,sci.space
particular,5,sci.space
neptune,5,sci.space
direct,5,sci.space
happy,5,sci.space
april,5,sci.space
archive,5,sci.space
odd,5,sci.space
stick,5,sci.space
orthodox,5,sci.space
half,5,sci.space
unexpected,4,sci.space
understand,4,sci.space
hubble,4,sci.space
ultraviolet,4,sci.space
impossible,4,sci.space
gravitational,4,sci.space
spherical,4,sci.space
reusable,4,sci.space
industrial,4,sci.space
typical,4,sci.space
original,4,sci.space
outward,4,sci.space
overall,4,sci.space
percent,4,sci.space
pete,4,sci.space
plausible,4,sci.space
previous,4,sci.space
primary,4,sci.space
professional,4,sci.space
purdue,4,sci.space
purpose,4,sci.space
structural,4,sci.space
regular,4,sci.space
stupid,4,sci.space
relevant,4,sci.space
reliable,4,sci.space
remote,4,sci.space
observatory,4,sci.space
technological,4,sci.space
note,4,sci.space
minor,4,sci.space
southwestern,4,sci.space
january,4,sci.space
lewis,4,sci.space
libertarian,4,sci.space
ssf,4,sci.space
michael,4,sci.space
thread,4,sci.space
thought,4,sci.space
ngis,4,sci.space
modern,4,sci.space
monthly,4,sci.space
multiple,4,sci.space
responsible,4,sci.space
natural,4,sci.space
nearby,4,sci.space
text,4,sci.space
stable,4,sci.space
independent,4,sci.space
golden,4,sci.space
atlantic,4,sci.space
australia,4,sci.space
wide,4,sci.space
binary,4,sci.space
volcanic,4,sci.space
visual,4,sci.space
central,4,sci.space
civilian,4,sci.space
email,4,sci.space
feasible,4,sci.space
fcrary,4,sci.space
comprehensive,4,sci.space
cooperative,4,sci.space
cosmological,4,sci.space
uranus,4,sci.space
extensive,4,sci.space
curious,4,sci.space
david,4,sci.space
explosive,4,sci.space
detachable,4,sci.space
expendable,4,sci.space
dong,4,sci.space
excellent,4,sci.space
dynamic,4,sci.space
easy,4,sci.space
economic,4,sci.space
used,4,sci.space
emory,4,sci.space
atomic,4,sci.space
element,4,sci.space
friday,4,sci.space
agate,4,sci.space
unix,4,sci.space
accomplish,4,sci.space
former,4,sci.space
van,3,sci.space
necessary,3,sci.space
ssrt,3,sci.space
detailed,3,sci.space
valid,3,sci.space
degree,3,sci.space
nice,3,sci.space
deep,3,sci.space
nickh,3,sci.space
aiaa,3,sci.space
northern,3,sci.space
disclaimer,3,sci.space
aio,3,sci.space
dangerous,3,sci.space
write,3,sci.space
objective,3,sci.space
cubic,3,sci.space
occasional,3,sci.space
ocean,3,sci.space
sign,3,sci.space
differential,3,sci.space
robert,3,sci.space
couple,3,sci.space
mineral,3,sci.space
spend,3,sci.space
electric,3,sci.space
academic,3,sci.space
mathematical,3,sci.space
tiny,3,sci.space
edo,3,sci.space
mechanical,3,sci.space
metric,3,sci.space
square,3,sci.space
minimum,3,sci.space
slow,3,sci.space
aesthetic,3,sci.space
dry,3,sci.space
mobile,3,sci.space
modest,3,sci.space
molecular,3,sci.space
doug,3,sci.space
soft,3,sci.space
moral,3,sci.space
double,3,sci.space
official,3,sci.space
anniversary,3,sci.space
oort,3,sci.space
atlas,3,sci.space
safe,3,sci.space
process,3,sci.space
proper,3,sci.space
burst,3,sci.space
rapid,3,sci.space
washington,3,sci.space
bit,3,sci.space
assume,3,sci.space
astrophysical,3,sci.space
ballistic,3,sci.space
related,3,sci.space
aws,3,sci.space
rent,3,sci.space
repo,3,sci.space
wish,3,sci.space
residual,3,sci.space
respect,3,sci.space
retrievable,3,sci.space
retunr,3,sci.space
rouge,3,sci.space
atmosphere,3,sci.space
prior,3,sci.space
caterpillar,3,sci.space
preliminary,3,sci.space
commentary,3,sci.space
correct,3,sci.space
optical,3,sci.space
copy,3,sci.space
sez,3,sci.space
origin,3,sci.space
parachute,3,sci.space
parity,3,sci.space
paul,3,sci.space
antarctic,3,sci.space
personal,3,sci.space
prb,3,sci.space
statistical,3,sci.space
sender,3,sci.space
command,3,sci.space
saturn,3,sci.space
clean,3,sci.space
suppose,3,sci.space
poor,3,sci.space
stop,3,sci.space
sagan,3,sci.space
cold,3,sci.space
numerous,3,sci.space
spent,3,sci.space
faa,3,sci.space
galaxy,3,sci.space
understanding,3,sci.space
fundamental,3,sci.space
ureply,3,sci.space
leo,3,sci.space
hathaway,3,sci.space
legitimate,3,sci.space
legal,3,sci.space
experimental,3,sci.space
henry,3,sci.space
larsonian,3,sci.space
langley,3,sci.space
jpl,3,sci.space
torn,3,sci.space
form,3,sci.space
tug,3,sci.space
inc,3,sci.space
flat,3,sci.space
fast,3,sci.space
upper,3,sci.space
info,3,sci.space
japan,3,sci.space
fix,3,sci.space
february,3,sci.space
financial,3,sci.space
innovative,3,sci.space
lick,3,sci.space
fiscal,3,sci.space
eric,3,sci.space
etc,3,sci.space
grb,3,sci.space
exact,3,sci.space
abstract,3,sci.space
ether,3,sci.space
unique,3,sci.space
usaf,3,sci.space
grand,3,sci.space
spaceflight,2,sci.space
guess,2,sci.space
individual,2,sci.space
blue,2,sci.space
welcome,2,sci.space
reasonable,2,sci.space
realistic,2,sci.space
reciprocal,2,sci.space
incremental,2,sci.space
unverzagt,2,sci.space
spacelab,2,sci.space
aweto,2,sci.space
accurate,2,sci.space
impulse,2,sci.space
representative,2,sci.space
add,2,sci.space
unusual,2,sci.space
follow,2,sci.space
wishful,2,sci.space
retractable,2,sci.space
additional,2,sci.space
south,2,sci.space
weak,2,sci.space
bunch,2,sci.space
ray,2,sci.space
fixed,2,sci.space
celsius,2,sci.space
pressurized,2,sci.space
celebrate,2,sci.space
uchinews,2,sci.space
super,2,sci.space
intellectual,2,sci.space
ucivax,2,sci.space
prize,2,sci.space
inner,2,sci.space
prominent,2,sci.space
goddard,2,sci.space
initiated,2,sci.space
canada,2,sci.space
call,2,sci.space
acceptable,2,sci.space
suite,2,sci.space
busy,2,sci.space
quantum,2,sci.space
quarterly,2,sci.space
accessible,2,sci.space
spare,2,sci.space
suitable,2,sci.space
reward,2,sci.space
unable,2,sci.space
ridiculous,2,sci.space
rich,2,sci.space
rid,2,sci.space
antenna,2,sci.space
fuel,2,sci.space
hear,2,sci.space
hayashida,2,sci.space
aeronautical,2,sci.space
wonderful,2,sci.space
german,2,sci.space
shifted,2,sci.space
angle,2,sci.space
ssto,2,sci.space
amateur,2,sci.space
sick,2,sci.space
side,2,sci.space
worth,2,sci.space
algorithm,2,sci.space
happen,2,sci.space
social,2,sci.space
smt,2,sci.space
sir,2,sci.space
galileo,2,sci.space
geological,2,sci.space
wupost,2,sci.space
smithsonian,2,sci.space
apparent,2,sci.space
hello,2,sci.space
stay,2,sci.space
fred,2,sci.space
uncertain,2,sci.space
illegal,2,sci.space
ibm,2,sci.space
rostamian,2,sci.space
asuvax,2,sci.space
administrative,2,sci.space
format,2,sci.space
rough,2,sci.space
frank,2,sci.space
gif,2,sci.space
ftp,2,sci.space
select,2,sci.space
artificial,2,sci.space
fit,2,sci.space
arizona,2,sci.space
advanced,2,sci.space
apryan,2,sci.space
scientist,2,sci.space
sophisticated,2,sci.space
stellar,2,sci.space
appear,2,sci.space
secret,2,sci.space
arrive,2,sci.space
powerful,2,sci.space
lady,2,sci.space
normal,2,sci.space
liquid,2,sci.space
nose,2,sci.space
debris,2,sci.space
daviss,2,sci.space
extendable,2,sci.space
npo,2,sci.space
daily,2,sci.space
gotten,2,sci.space
list,2,sci.space
mir,2,sci.space
cultural,2,sci.space
madam,2,sci.space
lab,2,sci.space
crystal,2,sci.space
famous,2,sci.space
eastern,2,sci.space
okay,2,sci.space
crazy,2,sci.space
oms,2,sci.space
ken,2,sci.space
tom,2,sci.space
keep,2,sci.space
jupiter,2,sci.space
teh,2,sci.space
drive,2,sci.space
top,2,sci.space
norad,2,sci.space
library,2,sci.space
usingthe,2,sci.space
thin,2,sci.space
narrow,2,sci.space
distant,2,sci.space
thick,2,sci.space
nasty,2,sci.space
discussed,2,sci.space
native,2,sci.space
ussr,2,sci.space
exclusive,2,sci.space
naval,2,sci.space
usual,2,sci.space
lewisville,2,sci.space
modular,2,sci.space
leigh,2,sci.space
design,2,sci.space
linac,2,sci.space
leap,2,sci.space
experiment,2,sci.space
decwrl,2,sci.space
laxman,2,sci.space
noao,2,sci.space
june,2,sci.space
optimal,2,sci.space
jeff,2,sci.space
massive,2,sci.space
compendium,2,sci.space
lsl,2,sci.space
commericial,2,sci.space
favorite,2,sci.space
involved,2,sci.space
phase,2,sci.space
phil,2,sci.space
comet,2,sci.space
een,2,sci.space
come,2,sci.space
venusian,2,sci.space
lucky,2,sci.space
peak,2,sci.space
fifty,2,sci.space
vertical,2,sci.space
elaborate,2,sci.space
energetic,2,sci.space
find,2,sci.space
classical,2,sci.space
portable,2,sci.space
portuguese,2,sci.space
virtual,2,sci.space
type,2,sci.space
chemical,2,sci.space
fancy,2,sci.space
door,2,sci.space
jgreen,2,sci.space
english,2,sci.space
tuesday,2,sci.space
sysmgr,2,sci.space
organic,2,sci.space
medical,2,sci.space
conventional,2,sci.space
contact,2,sci.space
swrinde,2,sci.space
enormous,2,sci.space
eccentric,2,sci.space
consistent,2,sci.space
vast,2,sci.space
overhead,2,sci.space
oxygen,2,sci.space
los,2,sci.space
pad,2,sci.space
parallax,2,sci.space
twilight,2,sci.space
congress,2,sci.space
swedish,2,sci.space
vega,2,sci.space
compute,2,sci.space
wwii,1,sci.space
thruster,1,sci.space
useless,1,sci.space
spirit,1,sci.space
thrust,1,sci.space
uranium,1,sci.space
utcsri,1,sci.space
william,1,sci.space
supersonic,1,sci.space
vulcan,1,sci.space
sunlight,1,sci.space
want,1,sci.space
verified,1,sci.space
warrent,1,sci.space
sufficient,1,sci.space
weekly,1,sci.space
uplink,1,sci.space
stupendous,1,sci.space
ufo,1,sci.space
utrecht,1,sci.space
ukma,1,sci.space
uknet,1,sci.space
unbelievable,1,sci.space
table,1,sci.space
trajectory,1,sci.space
uncluttered,1,sci.space
unknown,1,sci.space
tour,1,sci.space
steinn,1,sci.space
valuable,1,sci.space
use,1,sci.space
lots,1,sci.space
speculative,1,sci.space
driven,1,sci.space
esa,1,sci.space
end,1,sci.space
else,1,sci.space
efficient,1,sci.space
educational,1,sci.space
east,1,sci.space
dumb,1,sci.space
dive,1,sci.space
exotic,1,sci.space
discovery,1,sci.space
directory,1,sci.space
directional,1,sci.space
digital,1,sci.space
determine,1,sci.space
desirable,1,sci.space
depressed,1,sci.space
essential,1,sci.space
extreme,1,sci.space
sort,1,sci.space
frozen,1,sci.space
halo,1,sci.space
gun,1,sci.space
gregory,1,sci.space
goldin,1,sci.space
geophysical,1,sci.space
galilean,1,sci.space
funny,1,sci.space
foot,1,sci.space
familiar,1,sci.space
flybys,1,sci.space
fly,1,sci.space
flow,1,sci.space
floppy,1,sci.space
flb,1,sci.space
flandern,1,sci.space
fine,1,sci.space
dependant,1,sci.space
dense,1,sci.space
delta,1,sci.space
att,1,sci.space
believe,1,sci.space
batse,1,sci.space
base,1,sci.space
axial,1,sci.space
avoid,1,sci.space
auroral,1,sci.space
august,1,sci.space
angular,1,sci.space
decent,1,sci.space
allow,1,sci.space
alaska,1,sci.space
agree,1,sci.space
african,1,sci.space
affordable,1,sci.space
adequate,1,sci.space
act,1,sci.space
bizarre,1,sci.space
breathable,1,sci.space
brian,1,sci.space
bring,1,sci.space
cradle,1,sci.space
considerable,1,sci.space
concept,1,sci.space
comparable,1,sci.space
cloud,1,sci.space
closed,1,sci.space
claudio,1,sci.space
clarke,1,sci.space
centaur,1,sci.space
cassini,1,sci.space
careful,1,sci.space
capable,1,sci.space
canaveral,1,sci.space
caen,1,sci.space
brown,1,sci.space
historical,1,sci.space
hot,1,sci.space
imagine,1,sci.space
prime,1,sci.space
recall,1,sci.space
range,1,sci.space
radical,1,sci.space
pufferfish,1,sci.space
publish,1,sci.space
propose,1,sci.space
profitable,1,sci.space
polytechnic,1,sci.space
norman,1,sci.space
pole,1,sci.space
perpetual,1,sci.space
past,1,sci.space
outside,1,sci.space
orbiter,1,sci.space
ogicse,1,sci.space
november,1,sci.space
redesign,1,sci.space
reflective,1,sci.space
relative,1,sci.space
relativistic,1,sci.space
slick,1,sci.space
skylab,1,sci.space
shut,1,sci.space
sharp,1,sci.space
shaped,1,sci.space
seti,1,sci.space
send,1,sci.space
see,1,sci.space
sdio,1,sci.space
sample,1,sci.space
sail,1,sci.space
sacrilegious,1,sci.space
romantic,1,sci.space
richard,1,sci.space
reset,1,sci.space
nov,1,sci.space
negative,1,sci.space
imaginitive,1,sci.space
interactive,1,sci.space
launched,1,sci.space
larson,1,sci.space
keplerian,1,sci.space
journal,1,sci.space
josh,1,sci.space
john,1,sci.space
interior,1,sci.space
intelligent,1,sci.space
need,1,sci.space
inside,1,sci.space
inexpensive,1,sci.space
inconstant,1,sci.space
impressive,1,sci.space
imperial,1,sci.space
impact,1,sci.space
immediate,1,sci.space
lazio,1,sci.space
lift,1,sci.space
like,1,sci.space
logic,1,sci.space
near,1,sci.space
navy,1,sci.space
nature,1,sci.space
nashville,1,sci.space
name,1,sci.space
munizb,1,sci.space
moscow,1,sci.space
mksol,1,sci.space
mine,1,sci.space
memorial,1,sci.space
mccall,1,sci.space
mbr,1,sci.space
matthew,1,sci.space
luna,1,sci.space
logos,1,sci.space
zodiacal,1,sci.space
christian,384,soc.religion.christian
subject,183,soc.religion.christian
god,99,soc.religion.christian
bible,93,soc.religion.christian
many,77,soc.religion.christian
good,72,soc.religion.christian
new,65,soc.religion.christian
true,50,soc.religion.christian
xref,49,soc.religion.christian
much,48,soc.religion.christian
human,43,soc.religion.christian
wrong,40,soc.religion.christian
homosexual,39,soc.religion.christian
catholic,37,soc.religion.christian
original,37,soc.religion.christian
different,36,soc.religion.christian
faith,34,soc.religion.christian
last,34,soc.religion.christian
certain,32,soc.religion.christian
first,30,soc.religion.christian
mary,29,soc.religion.christian
possible,28,soc.religion.christian
sure,28,soc.religion.christian
little,26,soc.religion.christian
holy,26,soc.religion.christian
general,26,soc.religion.christian
second,25,soc.religion.christian
clear,25,soc.religion.christian
right,25,soc.religion.christian
usc,25,soc.religion.christian
religious,24,soc.religion.christian
real,24,soc.religion.christian
important,24,soc.religion.christian
free,23,soc.religion.christian
udel,23,soc.religion.christian
dead,22,soc.religion.christian
biblical,22,soc.religion.christian
personal,22,soc.religion.christian
eternal,21,soc.religion.christian
whole,21,soc.religion.christian
common,21,soc.religion.christian
great,21,soc.religion.christian
interested,21,soc.religion.christian
several,20,soc.religion.christian
able,19,soc.religion.christian
public,19,soc.religion.christian
old,19,soc.religion.christian
live,18,soc.religion.christian
sexual,18,soc.religion.christian
know,18,soc.religion.christian
physical,18,soc.religion.christian
jewish,18,soc.religion.christian
particular,17,soc.religion.christian
come,17,soc.religion.christian
specific,17,soc.religion.christian
christ,17,soc.religion.christian
greek,16,soc.religion.christian
agree,16,soc.religion.christian
universe,16,soc.religion.christian
small,16,soc.religion.christian
english,15,soc.religion.christian
mean,15,soc.religion.christian
enough,15,soc.religion.christian
spiritual,15,soc.religion.christian
moral,15,soc.religion.christian
give,14,soc.religion.christian
major,14,soc.religion.christian
lord,14,soc.religion.christian
paul,13,soc.religion.christian
difficult,13,soc.religion.christian
similar,13,soc.religion.christian
bad,13,soc.religion.christian
hard,13,soc.religion.christian
interesting,12,soc.religion.christian
high,12,soc.religion.christian
willing,12,soc.religion.christian
long,12,soc.religion.christian
short,11,soc.religion.christian
black,11,soc.religion.christian
various,11,soc.religion.christian
heaven,11,soc.religion.christian
reasonable,11,soc.religion.christian
recent,11,soc.religion.christian
contrary,11,soc.religion.christian
perfect,11,soc.religion.christian
private,11,soc.religion.christian
full,11,soc.religion.christian
third,11,soc.religion.christian
scripture,11,soc.religion.christian
orthodox,11,soc.religion.christian
conservative,11,soc.religion.christian
natural,11,soc.religion.christian
dangerous,10,soc.religion.christian
careful,10,soc.religion.christian
uunet,10,soc.religion.christian
young,10,soc.religion.christian
hedrick,10,soc.religion.christian
read,10,soc.religion.christian
false,10,soc.religion.christian
protestant,10,soc.religion.christian
necessary,10,soc.religion.christian
logical,9,soc.religion.christian
main,9,soc.religion.christian
hate,9,soc.religion.christian
strong,9,soc.religion.christian
disagree,9,soc.religion.christian
fellow,9,soc.religion.christian
active,9,soc.religion.christian
context,9,soc.religion.christian
evil,9,soc.religion.christian
due,9,soc.religion.christian
correct,9,soc.religion.christian
follow,9,soc.religion.christian
historical,9,soc.religion.christian
basic,9,soc.religion.christian
earth,8,soc.religion.christian
modern,8,soc.religion.christian
sin,8,soc.religion.christian
outside,8,soc.religion.christian
born,8,soc.religion.christian
likely,8,soc.religion.christian
summary,8,soc.religion.christian
early,8,soc.religion.christian
absolute,8,soc.religion.christian
timothy,8,soc.religion.christian
western,8,soc.religion.christian
immaculate,8,soc.religion.christian
traditional,8,soc.religion.christian
direct,8,soc.religion.christian
male,8,soc.religion.christian
present,7,soc.religion.christian
sunday,7,soc.religion.christian
ritual,7,soc.religion.christian
atheist,7,soc.religion.christian
rome,7,soc.religion.christian
flesh,7,soc.religion.christian
weak,7,soc.religion.christian
final,7,soc.religion.christian
daily,7,soc.religion.christian
impossible,7,soc.religion.christian
married,7,soc.religion.christian
choose,7,soc.religion.christian
pray,7,soc.religion.christian
address,7,soc.religion.christian
excellent,7,soc.religion.christian
unix,7,soc.religion.christian
valid,7,soc.religion.christian
jesus,7,soc.religion.christian
sinful,7,soc.religion.christian
happy,7,soc.religion.christian
arrogant,7,soc.religion.christian
nature,7,soc.religion.christian
empty,6,soc.religion.christian
entire,6,soc.religion.christian
eastern,6,soc.religion.christian
scriptural,6,soc.religion.christian
artificial,6,soc.religion.christian
ancient,6,soc.religion.christian
hear,6,soc.religion.christian
light,6,soc.religion.christian
unto,6,soc.religion.christian
worthy,6,soc.religion.christian
accept,6,soc.religion.christian
beautiful,6,soc.religion.christian
let,6,soc.religion.christian
social,6,soc.religion.christian
secret,6,soc.religion.christian
purpose,6,soc.religion.christian
serious,6,soc.religion.christian
equal,6,soc.religion.christian
mexican,6,soc.religion.christian
appropriate,6,soc.religion.christian
scientific,6,soc.religion.christian
supernatural,6,soc.religion.christian
cultural,6,soc.religion.christian
call,6,soc.religion.christian
future,6,soc.religion.christian
consistent,6,soc.religion.christian
acceptable,6,soc.religion.christian
want,6,soc.religion.christian
next,6,soc.religion.christian
speak,6,soc.religion.christian
previous,6,soc.religion.christian
big,6,soc.religion.christian
native,6,soc.religion.christian
satan,6,soc.religion.christian
understand,6,soc.religion.christian
gospel,6,soc.religion.christian
ask,6,soc.religion.christian
inspired,6,soc.religion.christian
complete,6,soc.religion.christian
critical,6,soc.religion.christian
single,5,soc.religion.christian
earthly,5,soc.religion.christian
emotional,5,soc.religion.christian
accurate,5,soc.religion.christian
ceremonial,5,soc.religion.christian
available,5,soc.religion.christian
rexlex,5,soc.religion.christian
heterosexual,5,soc.religion.christian
quote,5,soc.religion.christian
national,5,soc.religion.christian
afraid,5,soc.religion.christian
psalm,5,soc.religion.christian
red,5,soc.religion.christian
africa,5,soc.religion.christian
responsible,5,soc.religion.christian
genuine,5,soc.religion.christian
evangelical,5,soc.religion.christian
genetic,5,soc.religion.christian
gay,5,soc.religion.christian
principle,5,soc.religion.christian
sabbath,5,soc.religion.christian
alive,5,soc.religion.christian
international,5,soc.religion.christian
poor,5,soc.religion.christian
exist,5,soc.religion.christian
fit,5,soc.religion.christian
die,5,soc.religion.christian
understanding,5,soc.religion.christian
normal,5,soc.religion.christian
dictionary,5,soc.religion.christian
nice,5,soc.religion.christian
temple,5,soc.religion.christian
unable,5,soc.religion.christian
liberal,5,soc.religion.christian
obey,5,soc.religion.christian
large,5,soc.religion.christian
beliefs,5,soc.religion.christian
nyc,5,soc.religion.christian
verse,5,soc.religion.christian
civil,5,soc.religion.christian
legitimate,5,soc.religion.christian
spirit,5,soc.religion.christian
cardinal,5,soc.religion.christian
broken,5,soc.religion.christian
testament,5,soc.religion.christian
belief,5,soc.religion.christian
christianity,5,soc.religion.christian
standard,5,soc.religion.christian
open,5,soc.religion.christian
newsgroup,4,soc.religion.christian
terrible,4,soc.religion.christian
text,4,soc.religion.christian
infinite,4,soc.religion.christian
sad,4,soc.religion.christian
safe,4,soc.religion.christian
presbyterian,4,soc.religion.christian
inherent,4,soc.religion.christian
suspect,4,soc.religion.christian
alleged,4,soc.religion.christian
white,4,soc.religion.christian
schismatic,4,soc.religion.christian
suppose,4,soc.religion.christian
current,4,soc.religion.christian
righteous,4,soc.religion.christian
become,4,soc.religion.christian
odd,4,soc.religion.christian
arsenokoitai,4,soc.religion.christian
charismatic,4,soc.religion.christian
wonderful,4,soc.religion.christian
heretical,4,soc.religion.christian
rational,4,soc.religion.christian
argument,4,soc.religion.christian
cite,4,soc.religion.christian
numerous,4,soc.religion.christian
luke,4,soc.religion.christian
close,4,soc.religion.christian
guess,4,soc.religion.christian
german,4,soc.religion.christian
capable,4,soc.religion.christian
immoral,4,soc.religion.christian
commentary,4,soc.religion.christian
relevant,4,soc.religion.christian
proper,4,soc.religion.christian
understood,4,soc.religion.christian
concerned,4,soc.religion.christian
logic,4,soc.religion.christian
associate,4,soc.religion.christian
gmt,4,soc.religion.christian
innocent,4,soc.religion.christian
military,4,soc.religion.christian
legal,4,soc.religion.christian
papal,4,soc.religion.christian
plausible,4,soc.religion.christian
univ,4,soc.religion.christian
perverse,4,soc.religion.christian
amateur,4,soc.religion.christian
special,4,soc.religion.christian
simple,4,soc.religion.christian
devil,4,soc.religion.christian
end,4,soc.religion.christian
discuss,4,soc.religion.christian
late,4,soc.religion.christian
accountable,4,soc.religion.christian
doctrine,4,soc.religion.christian
egyptian,4,soc.religion.christian
john,4,soc.religion.christian
perspective,4,soc.religion.christian
judgement,4,soc.religion.christian
song,4,soc.religion.christian
kille,4,soc.religion.christian
please,4,soc.religion.christian
authoritative,4,soc.religion.christian
stop,4,soc.religion.christian
political,4,soc.religion.christian
subjective,4,soc.religion.christian
american,4,soc.religion.christian
familiar,4,soc.religion.christian
unnatural,4,soc.religion.christian
secular,4,soc.religion.christian
extreme,4,soc.religion.christian
email,4,soc.religion.christian
seek,4,soc.religion.christian
send,4,soc.religion.christian
probable,3,soc.religion.christian
israel,3,soc.religion.christian
ignorant,3,soc.religion.christian
negative,3,soc.religion.christian
mind,3,soc.religion.christian
net,3,soc.religion.christian
mental,3,soc.religion.christian
oriental,3,soc.religion.christian
ideological,3,soc.religion.christian
notice,3,soc.religion.christian
internal,3,soc.religion.christian
passive,3,soc.religion.christian
mormon,3,soc.religion.christian
noye,3,soc.religion.christian
judgment,3,soc.religion.christian
pastoral,3,soc.religion.christian
nabil,3,soc.religion.christian
official,3,soc.religion.christian
